date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:45:16	58270/58270	---M--	200	added ('OK')	image/jpeg	etag:%22e39e-5cf49ad6-102eeb29;;;%22	https://jthemes.net/themes/html/medservices/assests/images/layout-4.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/layout-4.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:16	65719/65719	---M--	200	added ('OK')	image/jpeg	etag:%22100b7-5cf49ad6-102eeb2a;;;%22	https://jthemes.net/themes/html/medservices/assests/images/layout-5.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/layout-5.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:17	90191/90191	---M-Z	200	added ('OK')	text/html	etag:%221604f-5d011248-11abea6a;gz%22	https://jthemes.net/themes/html/medservices/files/demo-6.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/demo-6.html	(from https://jthemes.net/themes/html/medservices/)
11:45:17	83325/83325	---M-Z	200	added ('OK')	text/html	etag:%221457d-5d10b1a8-11abea6b;gz%22	https://jthemes.net/themes/html/medservices/files/demo-7.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/demo-7.html	(from https://jthemes.net/themes/html/medservices/)
11:45:18	65286/65286	---M--	200	added ('OK')	image/jpeg	etag:%22ff06-5cf49ad8-102eeb28;;;%22	https://jthemes.net/themes/html/medservices/assests/images/layout-3.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/layout-3.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:18	53070/53070	---M--	200	added ('OK')	image/jpeg	etag:%22cf4e-5cf49ad6-102eeb2b;;;%22	https://jthemes.net/themes/html/medservices/assests/images/layout-6.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/layout-6.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:18	59508/59508	---M--	200	added ('OK')	image/jpeg	etag:%22e874-5cf49ad6-102eeb2c;;;%22	https://jthemes.net/themes/html/medservices/assests/images/layout-7.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/layout-7.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:19	62490/62490	---M-Z	200	added ('OK')	text/html	etag:%22f41a-5d011251-11abea6c;gz%22	https://jthemes.net/themes/html/medservices/files/demo-8.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/demo-8.html	(from https://jthemes.net/themes/html/medservices/)
11:45:19	84690/84690	---M-Z	200	added ('OK')	text/html	etag:%2214ad2-5d10b1b3-11abea6d;gz%22	https://jthemes.net/themes/html/medservices/files/demo-9.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/demo-9.html	(from https://jthemes.net/themes/html/medservices/)
11:45:19	51430/51430	---M--	200	added ('OK')	image/jpeg	etag:%22c8e6-5cf49ae4-102eeb2d;;;%22	https://jthemes.net/themes/html/medservices/assests/images/layout-8.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/layout-8.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:21	76793/76793	---M-Z	200	added ('OK')	text/html	etag:%2212bf9-5d01125e-11abea63;gz%22	https://jthemes.net/themes/html/medservices/files/demo-10.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/demo-10.html	(from https://jthemes.net/themes/html/medservices/)
11:45:22	59989/59989	---M--	200	added ('OK')	image/jpeg	etag:%22ea55-5cf49ae2-102eeb2e;;;%22	https://jthemes.net/themes/html/medservices/assests/images/layout-9.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/layout-9.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:23	89327/89327	---M-Z	200	added ('OK')	text/html	etag:%2215cef-5d10b513-11abea64;gz%22	https://jthemes.net/themes/html/medservices/files/demo-11.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/demo-11.html	(from https://jthemes.net/themes/html/medservices/)
11:45:23	57705/57705	---M--	200	added ('OK')	image/jpeg	etag:%22e169-5cf49ae2-102eeb25;;;%22	https://jthemes.net/themes/html/medservices/assests/images/layout-11.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/layout-11.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:24	2761/2761	---M--	200	added ('OK')	image/png	etag:%22ac9-5cf49b00-10b1387b;;;%22	https://jthemes.net/themes/html/medservices/assests/images/icons/layouts.png	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/icons/layouts.png	(from https://jthemes.net/themes/html/medservices/)
11:45:24	70778/70778	---M-Z	200	added ('OK')	text/html	etag:%221147a-5d10b1c2-11abea65;gz%22	https://jthemes.net/themes/html/medservices/files/demo-12.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/demo-12.html	(from https://jthemes.net/themes/html/medservices/)
11:45:24	2074/2074	---M--	200	added ('OK')	image/png	etag:%2281a-5cf49b00-10b1387e;;;%22	https://jthemes.net/themes/html/medservices/assests/images/icons/responsive.png	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/icons/responsive.png	(from https://jthemes.net/themes/html/medservices/)
11:45:25	4600/4600	---M--	200	added ('OK')	image/png	etag:%2211f8-5cf49af6-10b1387f;;;%22	https://jthemes.net/themes/html/medservices/assests/images/icons/seo.png	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/icons/seo.png	(from https://jthemes.net/themes/html/medservices/)
11:45:25	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2031%20Mar%202026%2006:15:24%20GMT	https://jthemes.net/themes/html/medservices/assests/images/icons/browser.png	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/icons/browser.png	(from https://jthemes.net/themes/html/medservices/)
11:45:25	64990/64990	---M--	200	added ('OK')	image/jpeg	etag:%22fdde-5cf49ae2-102eeb26;;;%22	https://jthemes.net/themes/html/medservices/assests/images/layout-12.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/layout-12.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:25	58767/58767	---M--	200	added ('OK')	image/jpeg	etag:%22e58f-5cf49ae2-102eeb24;;;%22	https://jthemes.net/themes/html/medservices/assests/images/layout-10.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/layout-10.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:26	7324/7324	---M--	200	added ('OK')	image/png	etag:%221c9c-5cfcb6ca-10b39dc1;;;%22	https://jthemes.net/themes/html/medservices/assests/images/icons/speed.png	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/icons/speed.png	(from https://jthemes.net/themes/html/medservices/)
11:45:26	4514/4514	---M--	200	added ('OK')	image/png	etag:%2211a2-5cf49af6-10b1387a;;;%22	https://jthemes.net/themes/html/medservices/assests/images/icons/font.png	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/icons/font.png	(from https://jthemes.net/themes/html/medservices/)
11:45:26	4075/4075	---M--	200	added ('OK')	image/png	etag:%22feb-5cf49af6-10b39dc0;;;%22	https://jthemes.net/themes/html/medservices/assests/images/icons/settings.png	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/icons/settings.png	(from https://jthemes.net/themes/html/medservices/)
11:45:27	3166/3166	---M--	200	added ('OK')	image/png	etag:%22c5e-5cfcb221-10b1387d;;;%22	https://jthemes.net/themes/html/medservices/assests/images/icons/menu.png	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/icons/menu.png	(from https://jthemes.net/themes/html/medservices/)
11:45:27	2656/2656	---M--	200	added ('OK')	image/png	etag:%22a60-5cfcb07f-10b13878;;;%22	https://jthemes.net/themes/html/medservices/assests/images/icons/calendar.png	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/icons/calendar.png	(from https://jthemes.net/themes/html/medservices/)
11:45:27	4809/4809	---M--	200	added ('OK')	image/png	etag:%2212c9-5cf49af2-10b1387c;;;%22	https://jthemes.net/themes/html/medservices/assests/images/icons/medical.png	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/icons/medical.png	(from https://jthemes.net/themes/html/medservices/)
11:45:27	2179/2179	---M--	200	added ('OK')	image/png	etag:%22883-5cf49af2-10b13876;;;%22	https://jthemes.net/themes/html/medservices/assests/images/icons/booking.png	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/icons/booking.png	(from https://jthemes.net/themes/html/medservices/)
11:45:29	42796/42796	---M-Z	200	added ('OK')	text/html	etag:%22a72c-5d011207-11abea59;gz%22	https://jthemes.net/themes/html/medservices/files/about-us.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/about-us.html	(from https://jthemes.net/themes/html/medservices/)
11:45:30	67362/67362	---M-Z	200	added ('OK')	text/html	etag:%2210722-5d0112a0-11abea7b;gz%22	https://jthemes.net/themes/html/medservices/files/who-we-are.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/who-we-are.html	(from https://jthemes.net/themes/html/medservices/)
11:45:30	56462/56462	---M--	200	added ('OK')	image/jpeg	etag:%22dc8e-5cf49afa-102eeb38;;;%22	https://jthemes.net/themes/html/medservices/assests/images/who-we-are.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/who-we-are.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:31	50555/50555	---M-Z	200	added ('OK')	text/html	etag:%22c57b-5d011218-11abea5c;gz%22	https://jthemes.net/themes/html/medservices/files/all-services.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/all-services.html	(from https://jthemes.net/themes/html/medservices/)
11:45:31	61094/61094	---M--	200	added ('OK')	image/jpeg	etag:%22eea6-5cf49afc-102eeb11;;;%22	https://jthemes.net/themes/html/medservices/assests/images/about.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/about.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:32	42621/42621	---M-Z	200	added ('OK')	text/html	etag:%22a67d-5d01128a-11abea76;gz%22	https://jthemes.net/themes/html/medservices/files/service-1.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/service-1.html	(from https://jthemes.net/themes/html/medservices/)
11:45:33	54454/54454	---M--	200	added ('OK')	image/jpeg	etag:%22d4b6-5cf49ad6-102eeb34;;;%22	https://jthemes.net/themes/html/medservices/assests/images/services.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/services.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:33	46432/46432	---M-Z	200	added ('OK')	text/html	etag:%22b560-5d01128e-11abea77;gz%22	https://jthemes.net/themes/html/medservices/files/service-2.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/service-2.html	(from https://jthemes.net/themes/html/medservices/)
11:45:33	110198/110198	---M--	200	added ('OK')	image/png	etag:%221ae76-5cf49af2-102eeb14;;;%22	https://jthemes.net/themes/html/medservices/assests/images/banner-1.png	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/banner-1.png	(from https://jthemes.net/themes/html/medservices/)
11:45:34	60778/60778	---M--	200	added ('OK')	image/jpeg	etag:%22ed6a-5cf49ae2-102eeb32;;;%22	https://jthemes.net/themes/html/medservices/assests/images/service-1.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/service-1.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:34	36246/36246	---M-Z	200	added ('OK')	text/html	etag:%228d96-5d01120c-11abea5a;gz%22	https://jthemes.net/themes/html/medservices/files/all-departments.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/all-departments.html	(from https://jthemes.net/themes/html/medservices/)
11:45:35	60360/60360	---M--	200	added ('OK')	image/jpeg	etag:%22ebc8-5cf49afa-102eeb1a;;;%22	https://jthemes.net/themes/html/medservices/assests/images/departments.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/departments.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:35	45517/45517	---M-Z	200	added ('OK')	text/html	etag:%22b1cd-5d01126c-11abea6e;gz%22	https://jthemes.net/themes/html/medservices/files/department-single.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/department-single.html	(from https://jthemes.net/themes/html/medservices/)
11:45:36	43141/43141	---M-Z	200	added ('OK')	text/html	etag:%22a885-5d011211-11abea5b;gz%22	https://jthemes.net/themes/html/medservices/files/all-doctors.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/all-doctors.html	(from https://jthemes.net/themes/html/medservices/)
11:45:36	74376/74376	---M--	200	added ('OK')	image/jpeg	etag:%2212288-5cf49ae0-102eeb33;;;%22	https://jthemes.net/themes/html/medservices/assests/images/service-2.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/service-2.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:37	41215/41215	---M-Z	200	added ('OK')	text/html	etag:%22a0ff-5d011270-11abea6f;gz%22	https://jthemes.net/themes/html/medservices/files/doctor-1.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/doctor-1.html	(from https://jthemes.net/themes/html/medservices/)
11:45:38	59756/59756	---M--	200	added ('OK')	image/jpeg	etag:%22e96c-5cf49afa-102eeb1b;;;%22	https://jthemes.net/themes/html/medservices/assests/images/doctor-1.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/doctor-1.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:39	40955/40955	---M-Z	200	added ('OK')	text/html	etag:%229ffb-5d011274-11abea70;gz%22	https://jthemes.net/themes/html/medservices/files/doctor-2.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/doctor-2.html	(from https://jthemes.net/themes/html/medservices/)
11:45:39	74008/74008	---M--	200	added ('OK')	image/jpeg	etag:%2212118-5cf49afa-102eeb19;;;%22	https://jthemes.net/themes/html/medservices/assests/images/department-single.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/department-single.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:39	63072/63072	---M--	200	added ('OK')	image/jpeg	etag:%22f660-5cf49ae2-102eeb1d;;;%22	https://jthemes.net/themes/html/medservices/assests/images/doctors.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/doctors.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:40	43537/43537	---M--	200	added ('OK')	image/jpeg	etag:%22aa11-5cf49ad4-102eeb30;;;%22	https://jthemes.net/themes/html/medservices/assests/images/pricing-1.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/pricing-1.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:40	57907/57907	---M--	200	added ('OK')	image/jpeg	etag:%22e233-5cf49afc-102eeb1c;;;%22	https://jthemes.net/themes/html/medservices/assests/images/doctor-2.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/doctor-2.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:41	37908/37908	---M-Z	200	added ('OK')	text/html	etag:%229414-5d011287-11abea75;gz%22	https://jthemes.net/themes/html/medservices/files/pricing-2.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/pricing-2.html	(from https://jthemes.net/themes/html/medservices/)
11:45:41	36641/36641	---M-Z	200	added ('OK')	text/html	etag:%228f21-5d01129c-11abea7a;gz%22	https://jthemes.net/themes/html/medservices/files/timetable.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/timetable.html	(from https://jthemes.net/themes/html/medservices/)
11:45:41	57047/57047	---M--	200	added ('OK')	image/jpeg	etag:%22ded7-5cf49ad8-102eeb37;;;%22	https://jthemes.net/themes/html/medservices/assests/images/timetable.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/timetable.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:42	34228/34228	---M-Z	200	added ('OK')	text/html	etag:%2285b4-5d011220-11abea5e;gz%22	https://jthemes.net/themes/html/medservices/files/appointment.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/appointment.html	(from https://jthemes.net/themes/html/medservices/)
11:45:42	51168/51168	---M--	200	added ('OK')	image/jpeg	etag:%22c7e0-5cf49ad4-102eeb31;;;%22	https://jthemes.net/themes/html/medservices/assests/images/pricing-2.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/pricing-2.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:43	71448/71448	---M--	200	added ('OK')	image/jpeg	etag:%2211718-5cf49afc-102eeb35;;;%22	https://jthemes.net/themes/html/medservices/assests/images/single-post.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/single-post.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:44	37446/37446	---M-Z	200	added ('OK')	text/html	etag:%229246-5d011225-11abea5f;gz%22	https://jthemes.net/themes/html/medservices/files/blog-listing.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/blog-listing.html	(from https://jthemes.net/themes/html/medservices/)
11:45:44	48718/48718	---M-Z	200	added ('OK')	text/html	etag:%22be4e-5d011292-11abea78;gz%22	https://jthemes.net/themes/html/medservices/files/single-post.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/single-post.html	(from https://jthemes.net/themes/html/medservices/)
11:45:44	65162/65162	---M--	200	added ('OK')	image/jpeg	etag:%22fe8a-5cf49afc-102eeb16;;;%22	https://jthemes.net/themes/html/medservices/assests/images/blog-listing.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/blog-listing.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:44	55235/55235	---M--	200	added ('OK')	image/jpeg	etag:%22d7c3-5cf49ad6-102eeb12;;;%22	https://jthemes.net/themes/html/medservices/assests/images/appointment.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/appointment.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:44	33343/33343	---M-Z	200	added ('OK')	text/html	etag:%22823f-5d01127f-11abea72;gz%22	https://jthemes.net/themes/html/medservices/files/gallery.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/gallery.html	(from https://jthemes.net/themes/html/medservices/)
11:45:45	85986/85986	---M--	200	added ('OK')	image/jpeg	etag:%2214fe2-5cf49ad6-102eeb20;;;%22	https://jthemes.net/themes/html/medservices/assests/images/gallery.jpg	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/assests/images/gallery.jpg	(from https://jthemes.net/themes/html/medservices/)
11:45:46	39647/39647	---M-Z	200	added ('OK')	text/html	etag:%229adf-5d011298-11abea79;gz%22	https://jthemes.net/themes/html/medservices/files/terms.html	C:/Users/sharm/Desktop/vardaan%20hospital%20website/jthemes.net/themes/html/medservices/files/terms.html	(from https://jthemes.net/themes/html/medservices/)
